animal_id,found_location
A705701,5015 S Ih 35 Rd in Austin (TX)
A758817,202 Old Bastrop Road in Travis (TX)
A679068,2707 S Ih 35 in Austin (TX)
A693470,2508 E Riverside Dr in Austin (TX)
A718234,401 Eberhart Ln in Austin (TX)
A678449,Austin (TX)
A699490,Jain Ln And Stuart Cir in Austin (TX)
A692383,12921 Galleria Cir in Bee Cave (TX)
A675105,Walnut Creek Park Rd in Austin (TX)
A733346,Austin (TX)
A758239,2506 Perkins Dr in Austin (TX)
A709658,3406 Manchaca Rd #A2 in Austin (TX)
A725959,6706 Deatonhill Dr in Austin (TX)
A741701,11410 Whitewing Ave in Austin (TX)
A684569,Wolfcreek And Upslope in Austin (TX)
A679110,Austin (TX)
A699906,Austin (TX)
A708504,Creedmoor (TX)
A675489,2301 Devonshire Dr in Austin (TX)
A745245,9513 Burnet Rd in Austin (TX)
A559953,1412 Lance Way in Austin (TX)
A683051,Northridge And Rogge in Austin (TX)
A637896,8714 Limecreek Rd in Travis (TX)
A666901,12110 Lavinia in Austin (TX)
A718748,Austin (TX)
A743628,4705 Bayside in Austin (TX)
A685190,1511 Faro Dr in Austin (TX)
A696367,11901 N Mopac Expwy in Austin (TX)
A683303,9117 Anderson Mill Rd in Austin (TX)
A746756,110 Inner Campus Drive in Austin (TX)
A695428,11406 Tedford St & Scurry St in Austin (TX)
A690571,Paso De Vaca St & Bar K Ranch Rd in Lago Vista (TX)
A759351,Huntleigh Circle And Craigwood Drive in Austin (TX)
A747561,124 West Anderson Lane in Austin (TX)
A731668,10400 Dessau Rd in Austin (TX)
A755519,1912 E William Cannon in Austin (TX)
A699352,Creekside in Travis (TX)
A693065,1904 Winsted Ln in Austin (TX)
A722030,5800 Airport Blvd in Austin (TX)
A720809,16604 Easybend in Travis (TX)
A692327,Wickersham And Oltorf in Austin (TX)
A675939,Edgemere Dr And Framingham in Pflugerville (TX)
A683549,8703 969 #10 in Austin (TX)
A741787,N Interstate 35 Frontage Rd And E Braker Ln in Austin (TX)
A754146,Jollyville And Duval in Austin (TX)
A712082,12009 Buckingham Gate Rd in Austin (TX)
A757802,Austin (TX)
A736593,Tillery St And E Martin Luther King Jr Blvd in Austin (TX)
A722573,Highway 183 in Austin (TX)
A720896,Hwy 71 @ 969 in Austin (TX)
A698609,3807 Neil Street in Austin (TX)
A709079,1014 Castle Rd in Travis (TX)
A705307,13300 William Harrison Ct. in Manor (TX)
A700872,98 San Jacinto in Austin (TX)
A687382,1127 Saucedo Street in Austin (TX)
A733246,1602 Citation Dr in Travis (TX)
A714807,6211 Thurgood in Austin (TX)
A733039,7010 W Hwy 71 in Austin (TX)
A704707,6700 Evelyn Rd in Austin (TX)
A687070,1430 Frontier Valley in Austin (TX)
A691189,Stassney And Rose Hill Circle in Austin (TX)
A744557,Austin (TX)
A692106,4809 Brook Crest Rd in Austin (TX)
A731692,Austin (TX)
A762820,3622 Manchaca in Austin (TX)
A740051,300 8Th St in Austin (TX)
A645487,13021 Dessau Rd in Austin (TX)
A762279,9901 Rodriguez in Austin (TX)
A698600,8704 Millway in Austin (TX)
A720712,Wyldwood Road And Stormy Ridge in Austin (TX)
A215368,Clay/Ulrich in Austin (TX)
A735302,N 183 Hwy & Oak Knoll in Austin (TX)
A724897,4702 Rocking Chair Rd in Austin (TX)
A715310,Williow St And Chalmers Ave in Austin (TX)
A670125,2121 W Parmer in Austin (TX)
A725719,5409 Ponciana Dr in Austin (TX)
A704263,Outside Jurisdiction
A738094,8509 Fm 969 in Austin (TX)
A707717,12300 Amherst Dr in Austin (TX)
A725694,3220 Duval in Austin (TX)
A748809,739 West William Cannon in Austin (TX)
A760882,183 And Mc Neil in Travis (TX)
A683149,12125 Von Quintus Rd in Travis (TX)
A728012,4008 Teff St in Austin (TX)
A677960,Manor (TX)
A744430,Austin (TX)
A716839,4701 Monterey Oaks in Austin (TX)
A697877,Plains Trail And Windy in Austin (TX)
A750590,7311 Decker Ln in Austin (TX)
A752187,10024 Austral Cv in Austin (TX)
A732395,4000 Shaw Rd in Travis (TX)
A709142,4811 Prock Lane in Austin (TX)
A713697,10808 Clubhouse Turn in Austin (TX)
A758657,Burnet Rd in Austin (TX)
A726036,Austin (TX)
A699325,4301 N Ih 35 in Austin (TX)
A722816,4410 Duval Rd in Austin (TX)
A757492,200 West Slaughter in Austin (TX)
A761484,Austin (TX)
A766539,Linkview Drive And Stratuss Drive in Travis (TX)
A732022,Farm To Market Road 973 And Hwy 290 in Travis (TX)
A686467,911 Westlake Dr in West Lake Hills (TX)
A721285,901 Vasquez St in Austin (TX)
A767749,Austin (TX)
A680511,Willow Creek Dr in Austin (TX)
A680261,12316 Fay Street in Manor (TX)
A681420,1210 Coleto St in Austin (TX)
A747318,Chimney Hill Blvd in Austin (TX)
A686590,12001 Dessau Rd in Austin (TX)
A744439,6214 East Riverside Drive in Austin (TX)
A703785,10800 Lakeline Blvd in Austin (TX)
A725527,8817 Slayton in Austin (TX)
A671489,6800 in Austin (TX)
A734563,2710 Greenlee in Austin (TX)
A667283,7Th And Comal in Austin (TX)
A746582,7113 Appaloosa Ct in Austin (TX)
A756512,8700 Brookfield Dr in Austin (TX)
A760748,8700 Cretys Cove in Austin (TX)
A760900,Howard Lane And Titanium Drive in Austin (TX)
A727916,18300 Rivertimber Dr in Austin (TX)
A669509,Austin (TX)
A630954,47Th St & Duval in Austin (TX)
A722419,2124 E St Elmo Rd in Austin (TX)
A737179,Stassney Rd And Congress Dr in Austin (TX)
A670977,12907  Ceder St in Travis (TX)
A682924,5005 Redbluff Rd in Austin (TX)
A693362,10528 Channel Island in Austin (TX)
A744040,Austin (TX)
A743919,5004 Woodview Ave in Austin (TX)
A678776,404 E 6Th in Austin (TX)
A561853,Lariat Trl And Lawrence Dr in Austin (TX)
A665561,4800 Scarsdale in Austin (TX)
A743532,Austin (TX)
A750226,Montopolis And Hwy 71 in Austin (TX)
A705423,Travis (TX)
A695734,6900 Branchwood in Austin (TX)
A712078,Austin (TX)
A677406,905 Bedford in Austin (TX)
A704704,6805 Aries Ln in Austin (TX)
A701602,819 Wagon Trl in Austin (TX)
A737865,401 Little Texas Lane in Austin (TX)
A707369,7604 Lazy River Cv in Austin (TX)
A701212,Palmer/Lamplight in Austin (TX)
A745807,E 18 1/2 St And Airport Blvd in Austin (TX)
A752971,14005 Lazy Ridge Drive in Travis (TX)
A708888,98 San Jacinto Blvd in Austin (TX)
A729186,Johnny Morris in Austin (TX)
A671133,2000 Cedar Bend Dr. in Austin (TX)
A762030,Austin (TX)
A684662,1103 Richardine St in Austin (TX)
A722071,Research Blvd & Duval Rd in Austin (TX)
A696779,Doyle Overton And Fm 812 in Travis (TX)
A726185,Ringsby Cv in Austin (TX)
A670494,Austin (TX)
A736347,5006 Emerald Forest in Austin (TX)
A761436,2301 Quicksilver in Austin (TX)
A751306,5900 Manor Rd in Austin (TX)
A731010,4505 Country Club Dr in Lago Vista (TX)
A724787,Austin (TX)
A702614,Gracy Farms & Walsh Charlton in Austin (TX)
A727018,7802 Rutgers Ave in Austin (TX)
A755476,13420 Lyndhurst Street in Austin (TX)
A674058,4911 Russet Hill in Austin (TX)
A761336,2130 Ponciana Loop in Austin (TX)
A676264,1340 Airport Commerce Dr in Austin (TX)
A666925,1708 O'Callahan Dr in Austin (TX)
A677844,4434 Frontier Trl in Austin (TX)
A749890,Austin (TX)
A766671,East Mlk Jr Boulevard  And Chestnut Avenue in Austin (TX)
A678307,6910 Colony Loop in Austin (TX)
A672265,I35 And Rundberg in Austin (TX)
A727824,Del Valle (TX)
A689075,Dittmar & Persion in Austin (TX)
A691096,2854 East State Highway 71 Service Road in Austin (TX)
A767521,Bittern Hollow And W Braker Lane in Austin (TX)
A720932,Austin (TX)
A680478,Austin (TX)
A725150,4402 Nixon Ln in Austin (TX)
A760618,Theodore Roosevelt in Manor (TX)
A717871,7125 Dee Gabriel Collins in Travis (TX)
A685973,Austin (TX)
A711811,71 & Presidential Blvd in Austin (TX)
A692324,4411 Meinardus Dr in Austin (TX)
A677941,1203 Cometa St in Austin (TX)
A737745,1070 Mearns Meadow in Austin (TX)
A680749,Austin (TX)
A712071,Bluff Springs And Wm Cannon in Austin (TX)
A727180,Austin (TX)
A708955,12114 Ballerstedt Rd in Travis (TX)
A661049,1401 Bowie Knife in Burnet (TX)
A658002,5810 Trade Center Drive in Austin (TX)
A725128,Austin (TX)
A715555,Austin (TX)
A739391,Austin (TX)
A765117,Highway 290 And Joyce Turner Drive in Manor (TX)
A682161,1200 Barbara Jordan in Austin (TX)
A721722,John Blocker in Austin (TX)
A665229,Austin (TX)
A694191,Brodie Lane And Alexandria Drive in Austin (TX)
A677707,1611 Headway in Austin (TX)
A693181,8221 Belclaire Ln in Austin (TX)
A683350,2903 Skylark in Austin (TX)
A692419,Pflugerville (TX)
A723676,1901 Karen Ave in Austin (TX)
A699385,Enfield And Scenic Dr in Austin (TX)
A601403,Austin (TX)
A665468,5305 Bolm Road #1 in Austin (TX)
A763987,Austin (TX)
A737905,12034 Research in Austin (TX)
A732965,110 Bolles Cir in Austin (TX)
A668443,4434 Frontier in Austin (TX)
A664735,Travis (TX)
A746160,2006 Ponciana Loop in Austin (TX)
A750622,Riverside And Pleasant Valley in Austin (TX)
A761006,5408 Westminster in Austin (TX)
A747058,2425 E Riverside Dr in Austin (TX)
A726536,Oltorf St And Montopolis Dr in Austin (TX)
A673699,2100 E 3Rd St in Austin (TX)
A670720,Austin (TX)
A740760,Austin (TX)
A692486,Outside Jurisdiction
A757526,Outside Jurisdiction
A732253,9002 Hunters Trace in Austin (TX)
A763276,Austin (TX)
A708404,4712 East Mlk Blvd in Austin (TX)
A708766,13208 Dime Box in Austin (TX)
A691374,8815 High Valley in Travis (TX)
A712756,3807 Arrow Dr in Austin (TX)
A747479,10500 Plains Trail in Austin (TX)
A756790,Harris Ridge And Howard Lane in Austin (TX)
A706841,Imperial Drive in Austin (TX)
A761752,Austin (TX)
A734543,7619 Scenic Brook in Austin (TX)
A627854,Bluff Springs/Mozelle Lane in Austin (TX)
A627189,Bradshaw Rd & Onion Creek in Austin (TX)
A739149,Travis (TX)
A763572,1005 Collinsworth St in Austin (TX)
A700602,Austin (TX)
A689265,Austin (TX)
A673792,11711 Carl Rd in Creedmoor (TX)
A714337,Valley High Cir in Austin (TX)
A761253,Montopolis And Vera in Austin (TX)
A767839,Austin (TX)
A703601,506 Blueberry Hill in Austin (TX)
A765330,Austin (TX)
A722239,9019 Elroy Rd in Travis (TX)
A677277,6958 Old Spicewood Springs Rd in Austin (TX)
A733877,1000 Creekbend Drive in Pflugerville (TX)
A690195,Pleasant Valley & William Cannon in Austin (TX)
A684377,4804 Loyola Ln #118 in Austin (TX)
A681678,Austin (TX)
A666895,11389 Maha Loop in Austin (TX)
A763233,Austin (TX)
A671060,2510 Euclid Ave in Austin (TX)
A665578,Austin (TX)
A691637,Old Lockhart And Fm 1625 in Austin (TX)
A718673,12000 Dessau Rd in Austin (TX)
A740940,2213 Perry Ave in Austin (TX)
A694295,Austin (TX)
A653297,4715 Cypress Bend in Austin (TX)
A713208,2017 Northridge Dr in Austin (TX)
A669995,2309 Berkeley Ave in Austin (TX)
A767273,12012 Park Drive 35 Circle in Austin (TX)
A754462,900 Webberwood Way in Travis (TX)
A679341,1510 E Martin Luther King Jr Blvd in Austin (TX)
A666001,2121 Dickson Dr in Austin (TX)
A760728,Outside Jurisdiction
A748799,5407 Tallow Tree Drive in Austin (TX)
A707446,8225 Sam Rayburn Drive in Austin (TX)
A743711,3812 Speedway And 38Th Half in Austin (TX)
A760146,15310 Fagerquist in Del Valle (TX)
A669692,Montopolis And Riverside in Austin (TX)
A679586,1311 Fairbanks in Austin (TX)
A697465,2100 Deer Run Dr in Austin (TX)
A757478,6105 Saddler Ln in Austin (TX)
A678667,Austin (TX)
A738362,Webberville Rd & Pedernales St in Austin (TX)
A568525,Austin (TX)
A695028,2803 Loyola Lane in Austin (TX)
A711674,124 W Anderson Ln in Austin (TX)
A715764,4315 Guadalupe Dr in Austin (TX)
A666172,Austin (TX)
A285685,1704 Nelms Dr #1925 in Austin (TX)
A733082,12419 Metric Blvd in Austin (TX)
A735302,Anderson Mill & Hwy 193 in Austin (TX)
A706521,12034 Research Blvd in Austin (TX)
A668523,Austin (TX)
A765123,8900 North Interstate 35 in Austin (TX)
A736692,1555 Bastrop Hwy in Austin (TX)
A732953,1135 Garland Ave in Austin (TX)
A743389,11900 Plains Valley Dr in Austin (TX)
A690073,1401 E Rundburg in Austin (TX)
A729434,Austin (TX)
A746468,513 Vargas Rd in Austin (TX)
A762792,2203 Leah Cv A in Austin (TX)
A702037,1902 Nueces in Austin (TX)
A689539,8001 S Ih 35 in Austin (TX)
A710728,2317 S Pleasant Valley in Austin (TX)
A723305,7020 Easy Wind Dr in Austin (TX)
A748685,William Cannon And South Springs in Austin (TX)
A742685,8965 Research Blvd in Austin (TX)
A603239,3705 Robinson Ave in Austin (TX)
A764657,6201 Levander Loop in Austin (TX)
A759963,189 Jacobson Road in Del Valle (TX)
A644226,1901 E. 51St in Austin (TX)
A719314,6806 Breezy Hill Dr in Austin (TX)
A685689,1116 1/2 Gunter St in Austin (TX)
A718671,Austin (TX)
A763732,Austin (TX)
A708815,907 W Slaughter Ln in Austin (TX)
A714973,12410 Alameda Trace Circle in Austin (TX)
A715656,9815 Copper Creek Dr in Austin (TX)
A667792,1137 Gunter in Austin (TX)
A678984,Bastrop (TX)
A697599,5406 Samuel Huston in Austin (TX)
A719832,5409 Ponciana Dr in Austin (TX)
A765203,1503 Morgan Ln in Austin (TX)
A704056,Glostone & Norwood Hill Road in Austin (TX)
A728626,Del Valle (TX)
A668548,Lago Vista (TX)
A685090,Austin (TX)
A700765,3917 Glengarry Dr in Austin (TX)
A735894,2610 Audubon Place in Austin (TX)
A666812,Austin (TX)
A721543,1201 Peyton Gin Rd in Austin (TX)
A667205,1305 W. 1626 in Austin (TX)
A695730,Austin (TX)
A729204,Austin (TX)
A754869,9345 E Us 290 in Austin (TX)
A750175,1044 Camino La Costa in Austin (TX)
A743224,Austin (TX)
A743622,Outside Jurisdiction
A730581,47 Pascal Ln in Travis (TX)
A709693,5947 Hammermill Run in Austin (TX)
A693991,Austin (TX)
A666455,3006 Royster in Austin (TX)
A727418,12900 N Ih 35 in Austin (TX)
A760350,Austin (TX)
A758967,Austin (TX)
A706812,2317 Willow St in Austin (TX)
A723617,Austin (TX)
A696964,9300 Northgate in Austin (TX)
A683642,2849 Ed Bluestein Blvd in Austin (TX)
A616257,7220 Lookout Bluff Ter. in Austin (TX)
A704455,9900 Roxanna in Austin (TX)
A720316,Austin (TX)
A749268,3614 Bill Price Rd in Travis (TX)
A724604,Austin (TX)
A683818,12412 Tay Terrace in Austin (TX)
A676932,"Teri Rd, Friedrich in Austin (TX)"
A694661,Austin (TX)
A737833,4534 West Gate in Austin (TX)
A755817,1801 W Wells Branch Parkway in Austin (TX)
A667275,E 51 St And Berkman Dr in Austin (TX)
A730071,800 W 5Th St in Austin (TX)
A707427,1703 Astor Pl in Austin (TX)
A711836,8714 Fm 812 in Travis (TX)
A738528,138 San Diego Dr in Travis (TX)
A706560,Saddler Ln And Pizer St in Austin (TX)
A681455,14212 Wells School Rd in Travis (TX)
A678261,301 Twin Creeks Rd in Travis (TX)
A760468,Austin (TX)
A709525,Austin (TX)
A685989,Austin (TX)
A694884,7621 Crystalbrook Cv in Austin (TX)
A715676,5106 Village Square in Austin (TX)
A698496,3005 Coleman Ave in Austin (TX)
A701275,2513 Rockridge Dr in Austin (TX)
A730299,4518 Kind Way in Austin (TX)
A736472,1201 Payton Gin in Austin (TX)
A716027,Austin (TX)
A764715,Webberville Road And Samuel Huston Avenue in Austin (TX)
A692578,5707 Johnny Morrios in Austin (TX)
A761451,2901 South Capital Of Texas Highway in Austin (TX)
A712513,3101 Shoreline Rd in Travis (TX)
A726821,Us-290 & Fitzhugh Rd in Austin (TX)
A701837,1148 Miss Kimberly'S Ln in Pflugerville (TX)
A676840,4106 N.Lamar in Austin (TX)
A611929,Austin (TX)
A762209,1101 Wheatley Avenue in Austin (TX)
A688204,18701 Blake Manor Road in Manor (TX)
A668960,2907 Caleb Dr in Austin (TX)
A698822,6308 Decker Ln in Travis (TX)
A732122,3006 Pecan Springs in Austin (TX)
A727511,E Martin Luther King Jr Blvd & Red River St in Austin (TX)
A751588,8528 Cromwell in Austin (TX)
A689350,21506 Ann Showers in Travis (TX)
A719771,Cameron Rd And  E Hwy 290 in Austin (TX)
A720913,7905 Marble Ridge Dr in Austin (TX)
A744091,Pflugerville (TX)
A708104,12800 Us-290 in Manor (TX)
A755449,3002 Cherrywood Road in Austin (TX)
A744406,21011 Trappers Trl in Travis (TX)
A690881,2009 Vista Ln in Austin (TX)
A690754,4800 Steiner Ranch in Austin (TX)
A737033,2404 Audubon Pl in Austin (TX)
A744945,1900 E 16Th St in Austin (TX)
A752222,12345 Lamplight Village in Austin (TX)
A756962,Vida Nueva Avenue in Del Valle (TX)
A759748,1620 Old Lockhart Road in Travis (TX)
A689526,Austin (TX)
A615521,12166 Metric Blvd in Austin (TX)
A759475,Travis (TX)
A670575,Austin (TX)
A735970,5602 Palo Blanco Ct in Austin (TX)
A761382,700 King Edward Place in Austin (TX)
A755382,William Cannon Dr & Mckinney Falls Pkwy in Austin (TX)
A688610,Banister/ Ben White in Austin (TX)
A743926,85 Trinity in Austin (TX)
A717960,Austin (TX)
A674469,1137 Gunter  #251 in Austin (TX)
A754758,16401 Parkway Drive in Pflugerville (TX)
A753157,Oltorf & Burleson in Austin (TX)
A753116,2600 Scofield Ridge Pkwy in Austin (TX)
A743722,10207 Brownie Dr #C in Austin (TX)
A705289,21525 Union Lee Church in Manor (TX)
A732539,8900 N Ih 35 in Austin (TX)
A696451,Parkfield/Rundberg Ln in Austin (TX)
A731224,8201 Sam Rayburn in Austin (TX)
A646405,"Pleasant Valley, Stassney in Austin (TX)"
A738619,Austin (TX)
A712188,12501 Tech Ridge Blvd in Austin (TX)
A649442,4900 Lexington Meadow Ln in Del Valle (TX)
A736802,6202 Marigold Ter in Austin (TX)
A648738,Austin (TX)
A672159,Austin (TX)
A758482,Powel Lane And Sun Rise in Austin (TX)
A674071,1507 Braes Ridge & 1506 Northridge Dr in Austin (TX)
A751465,W Guadalupe St And W 46Th St in Austin (TX)
A697156,Longview Park in Austin (TX)
A688749,Jean Dr And Grady Dr E in Austin (TX)
A664428,507 Mairo St in Austin (TX)
A767787,10705 San Jose Avenue in Del Valle (TX)
A697386,Austin (TX)
A669655,Manor And 183 in Austin (TX)
A672741,4106 N.Lamar in Austin (TX)
A682017,Austin (TX)
A767538,Austin (TX)
A708062,Austin (TX)
A685350,Rogge And Springdale in Austin (TX)
A743057,6005 Pino Ln in Austin (TX)
A691315,Austin (TX)
A705992,1824 River Crossing Cir in Austin (TX)
A690060,Austin (TX)
A756553,2400 Canterbury in Austin (TX)
A690376,2317 South Plesant Valley in Austin (TX)
A686201,China Rose And Elk Crossing in Austin (TX)
A742101,1309 Deloney St in Austin (TX)
A744934,7216 Teaberry Dr in Austin (TX)
A744791,E Rundberg Ln And North Plaza in Austin (TX)
A724086,2404 Bucks Run in Austin (TX)
A676303,3006 Rivercrest Dr in Austin (TX)
A713580,8201 N Fm 620 in Austin (TX)
A691344,8107 Seeling Drive in Austin (TX)
A681696,1301 Crossing in Austin (TX)
A727880,505 Barton Springs Rd in Austin (TX)
A739548,Loyola Ln & Highpoint Dr in Austin (TX)
A676905,2201 Tallow Ct. in Austin (TX)
A679230,Austin (TX)
A697951,Carillon Way & Ring Dr in Manor (TX)
A760021,8910 Damita Jo in Manor (TX)
A753081,1201 East Rundberg Lane in Austin (TX)
A690264,Tannehill Ln & Mlk Jr in Austin (TX)
A766969,6715 South Interstate Highway 35 Frontage Road in Austin (TX)
A688310,4301 Gattis School Rd in Travis (TX)
A717421,Austin (TX)
A727715,Austin (TX)
A674783,Austin (TX)
A563725,Barton Hills Dr And 4 Oaks Ln in Austin (TX)
A690083,15 Waller St. in Austin (TX)
A737773,Barney Dr in Travis (TX)
A707747,1100 Lily Terrace in Austin (TX)
A687930,610 Wilmes Dr in Austin (TX)
A700396,4200 Smith School Rd in Austin (TX)
A757507,5800 Melody Lane in Austin (TX)
A758363,Austin (TX)
A453136,Austin (TX)
A753394,7206 E Meadow Bend Dr in Austin (TX)
A721697,9322 Fm 812 in Austin (TX)
A764676,401 Little Texas Lane in Austin (TX)
A602564,2803 Loyola Lane in Austin (TX)
A692208,2700 Brodie Lane in Austin (TX)
A760826,6310 Treadwell in Austin (TX)
A684781,2100 Barton Springs in Austin (TX)
A682853,Blake Manor Rd & Briar Creek Loop in Manor (TX)
A678773,2605 Oaklawn Ave in Austin (TX)
A712903,3848 Airport Blvd in Austin (TX)
A751821,Old Lockhart Hwy And Thaxton Rd in Austin (TX)
A729345,4600 Nuckols Crossing Rd in Austin (TX)
A667068,2601 Hoeke Lane in Austin (TX)
A698228,1620 E Riverside in Austin (TX)
A682681,11302 Mayo in Austin (TX)
A696995,Austin (TX)
A714916,Austin (TX)
A680250,8100 Sonnet in Austin (TX)
A698011,26706 Founders Place in Travis (TX)
A749996,6802 Santos in Austin (TX)
A714554,2504 Huntwick Dr in Austin (TX)
A680155,W Braker Ln  And  183 in Austin (TX)
A740567,W Slaughter Ln & S 1St St in Austin (TX)
A676292,Austin (TX)
A755282,7330 Bluff Springs in Austin (TX)
A748167,16625 Trevin Cv. in Austin (TX)
