intake_year,animal_type,breed,count
2014,Dog,Saluki,1
2014,Dog,Parson Russell Terrier/Beagle,1
2014,Dog,Saluki Mix,1
2014,Dog,Papillon/Yorkshire Terrier,1
2014,Dog,Miniature Schnauzer/Labrador Retriever,1
2014,Dog,Great Pyrenees/Queensland Heeler,1
2014,Dog,Ibizan Hound/Pit Bull,1
2014,Dog,Norfolk Terrier/Dachshund Wirehair,1
2014,Dog,German Wirehaired Pointer,1
2014,Dog,Miniature Pinscher/Pug,1
2014,Dog,Great Dane/Australian Shepherd,1
2014,Dog,Miniature Poodle/Yorkshire Terrier,1
2014,Dog,Labrador Retriever/English Pointer,1
2014,Dog,Miniature Schnauzer/Whippet,1
2014,Dog,German Wirehaired Pointer Mix,1
2014,Dog,Nova Scotia Duck Tolling Retriever Mix,1
2014,Dog,Irish Wolfhound Mix,1
2014,Dog,Great Pyrenees/German Shepherd,1
2014,Dog,Irish Wolfhound/American Pit Bull Terrier,1
2014,Dog,Miniature Poodle/Beagle,1
2014,Dog,Labrador Retriever/German Shorthair Pointer,1
2014,Dog,Labrador Retriever/Anatol Shepherd,1
2014,Dog,Irish Wolfhound/Great Pyrenees,1
2014,Dog,Miniature Schnauzer/Border Collie,1
2014,Dog,German Shepherd/English Coonhound,1
2014,Dog,Miniature Schnauzer/Queensland Heeler,1
2014,Dog,Italian Greyhound/Beagle,1
2014,Dog,Greyhound/Dalmatian,1
2014,Dog,Labrador Retriever/Greyhound,1
2014,Dog,Norwich Terrier/Cairn Terrier,1
2014,Dog,Labrador Retriever/Irish Setter,1
2014,Dog,Harrier/Catahoula,1
2014,Dog,German Shepherd/Collie Smooth,1
2014,Dog,Keeshond,1
2014,Dog,Labrador Retriever/Labrador Retriever,1
2014,Dog,Miniature Pinscher/Dachshund,1
2014,Dog,Labrador Retriever/Mastiff,1
2014,Dog,German Shepherd/Smooth Fox Terrier,1
2014,Dog,Labrador Retriever/Newfoundland,1
2014,Dog,Miniature Poodle/Cairn Terrier,1
2014,Dog,Labrador Retriever/Pembroke Welsh Corgi,1
2014,Dog,Miniature Poodle/Italian Greyhound,1
2014,Dog,German Shepherd/Great Dane,1
2014,Dog,Great Pyrenees/Siberian Husky,1
2014,Dog,Jack Russell Terrier/American Staffordshire Terrier,1
2014,Dog,Greater Swiss Mountain Dog,1
2014,Dog,German Shepherd/Great Pyrenees,1
2014,Dog,German Shepherd/Swedish Vallhund,1
2014,Dog,Jack Russell Terrier/Beagle,1
2014,Dog,German Shepherd/Bull Terrier,1
2014,Dog,Labrador Retriever/Rhod Ridgeback,1
2014,Dog,Miniature Schnauzer/Shih Tzu,1
2014,Dog,Jack Russell Terrier/Cairn Terrier,1
2014,Dog,Golden Retriever/Pit Bull,1
2014,Dog,Labrador Retriever/Shiba Inu,1
2014,Dog,Greyhound/Labrador Retriever,1
2014,Dog,Jack Russell Terrier/Cardigan Welsh Corgi,1
2014,Dog,Golden Retriever/Standard Poodle,1
2014,Dog,Labrador Retriever/Spanish Water Dog,1
2014,Dog,Norwich Terrier/Yorkshire Terrier,1
2014,Dog,Labrador Retriever/Staffordshire,1
2014,Dog,Old English Bulldog,1
2014,Dog,Labrador Retriever/Standard Poodle,1
2014,Dog,Papillon/Border Collie,1
2014,Dog,Jack Russell Terrier/Cavalier Span,1
2014,Dog,German Shepherd/Mastiff,1
2014,Dog,Labrador Retriever/Treeing Walker Coonhound,1
2014,Dog,Great Pyrenees/English Setter,1
2014,Dog,Labrador Retriever/Vizsla,1
2014,Dog,Great Pyrenees/Golden Retriever,1
2014,Dog,Labrador Retriever/Weimaraner,1
2014,Dog,Miniature Pinscher/Maltese,1
2014,Dog,Landseer Mix,1
2014,Dog,Miniature Pinscher/Smooth Fox Terrier,1
2014,Dog,Great Pyrenees/Alaskan Husky,1
2014,Dog,Great Pyrenees/Pit Bull,1
2014,Dog,Great Pyrenees/Anatol Shepherd,1
2014,Dog,Miniature Poodle/Bichon Frise,1
2014,Dog,Jack Russell Terrier/Dachshund Wirehair,1
2014,Dog,Labrador Retriever/American Foxhound,1
2014,Dog,Lhasa Apso/Havanese,1
2014,Dog,Miniature Poodle/Golden Retriever,1
2014,Dog,Jack Russell Terrier/Italian Greyhound,1
2014,Dog,Miniature Poodle/Labrador Retriever,1
2014,Dog,Golden Retriever/Australian Shepherd,1
2014,Dog,Golden Retriever/Cocker Spaniel,1
2014,Dog,Jack Russell Terrier/Maltese,1
2014,Dog,Miniature Poodle/West Highland,1
2014,Dog,Jack Russell Terrier/Miniature Poodle,1
2014,Dog,Golden Retriever/German Shepherd,1
2014,Dog,Jack Russell Terrier/Miniature Schnauzer,1
2014,Dog,Miniature Schnauzer/Australian Cattle Dog,1
2014,Dog,Maltese/Border Terrier,1
2014,Dog,Miniature Schnauzer/Chihuahua Longhair,1
2014,Dog,Maltese/Chihuahua Shorthair,1
2014,Dog,Miniature Schnauzer/Jack Russell Terrier,1
2014,Dog,Maltese/Cocker Spaniel,1
2014,Dog,Miniature Schnauzer/Lhasa Apso,1
2014,Dog,Great Pyrenees/Australian Shepherd,1
2014,Dog,Miniature Schnauzer/Pug,1
2014,Dog,Jack Russell Terrier/Pug,1
2014,Dog,Miniature Schnauzer/Scottish Terrier,1
2014,Dog,Maltese/Shih Tzu,1
2014,Dog,Miniature Schnauzer/Soft Coated Wheaten Terrier,1
2014,Dog,Jack Russell Terrier/Rat Terrier,1
2014,Dog,Miniature Schnauzer/Yorkshire Terrier,1
2014,Dog,Maltese/Yorkshire,1
2014,Dog,Greyhound/Airedale Terrier,1
2014,Dog,Jack Russell Terrier/Shih Tzu,1
2014,Dog,Norfolk Terrier,1
2014,Dog,Golden Retriever/Border Collie,1
2014,Dog,Norfolk Terrier/Bruss Griffon,1
2014,Dog,Jack Russell Terrier/Yorkshire Terrier,1
2014,Dog,Norfolk Terrier/Standard Poodle,1
2014,Dog,Manchester Terrier/Chihuahua Longhair,1
2014,Dog,Gordon Setter Mix,1
2014,Dog,Manchester Terrier/Chihuahua Shorthair,1
2014,Dog,Norwich Terrier/Pug,1
2014,Dog,Manchester Terrier/Dachshund,1
2014,Dog,Nova Scotia Duck Tolling Retriever,1
2014,Dog,Japanese Chin,1
2014,Dog,Nova Scotia Duck Tolling Retriever/Golden Retriever,1
2014,Dog,Manchester Terrier/Labrador Retriever,1
2014,Dog,Old English Bulldog Mix,1
2014,Dog,Manchester Terrier/Toy Fox Terrier,1
2014,Dog,Harrier/German Shepherd,1
2014,Dog,Japanese Chin Mix,1
2014,Dog,Papillon/Pomeranian,1
2014,Dog,Great Pyrenees/Boxer,1
2014,Dog,Harrier/Pit Bull,1
2014,Dog,Mastiff/Boxer,1
2014,Dog,German Shorthair Pointer/Australian Cattle Dog,1
2014,Dog,Mastiff/Labrador Retriever,1
2014,Dog,Chihuahua Shorthair/Cocker Spaniel,1
2014,Dog,Chow Chow/Irish Setter,1
2014,Dog,Catahoula/Jack Russell Terrier,1
2014,Dog,Cocker Spaniel/Labrador Retriever,1
2014,Dog,Cocker Spaniel/Chihuahua Shorthair,1
2014,Dog,Chihuahua Shorthair/Australian Cattle Dog,1
2014,Dog,Doberman Pinsch/Pit Bull,1
2014,Dog,Cocker Spaniel/Pembroke Welsh Corgi,1
2014,Dog,English Bulldog/Dachshund,1
2014,Dog,Collie Rough,1
2014,Dog,Flat Coat Retriever,1
2014,Dog,Chihuahua Shorthair/Schipperke,1
2014,Dog,Cocker Spaniel/Golden Retriever,1
2014,Dog,Collie Rough/Australian Shepherd,1
2014,Dog,Cardigan Welsh Corgi/Cairn Terrier,1
2014,Dog,Cardigan Welsh Corgi/English Setter,1
2014,Dog,Dogo Argentino/Chinese Sharpei,1
2014,Dog,Collie Rough/German Shepherd,1
2014,Dog,Chihuahua Shorthair/French Bulldog,1
2014,Dog,Collie Rough/Pointer,1
2014,Dog,English Coonhound/Italian Greyhound,1
2014,Dog,Bulldog/Pit Bull,1
2014,Dog,Feist/Chihuahua Shorthair,1
2014,Dog,Collie Smooth/Beagle,1
2014,Dog,Flat Coat Retriever/Labrador Retriever,1
2014,Dog,Chihuahua Longhair/Pug,1
2014,Dog,Cavalier Span/Jack Russell Terrier,1
2014,Dog,Collie Smooth/Chow Chow,1
2014,Dog,Chihuahua Shorthair/Cirneco,1
2014,Dog,Collie Smooth/German Shepherd,1
2014,Dog,Dandie Dinmont,1
2014,Dog,Cardigan Welsh Corgi,1
2014,Dog,Cardigan Welsh Corgi/Dachshund,1
2014,Dog,Collie Smooth/Saluki,1
2014,Dog,Chow Chow/Cardigan Welsh Corgi,1
2014,Dog,Collie Smooth/Siberian Husky,1
2014,Dog,Catahoula/Irish Wolfhound,1
2014,Dog,Coton De Tulear,1
2014,Dog,Dutch Shepherd/Boxer,1
2014,Dog,Catahoula/Alaskan Husky,1
2014,Dog,English Bulldog/American Bulldog,1
2014,Dog,Catahoula/Australian Cattle Dog,1
2014,Dog,English Cocker Spaniel Mix,1
2014,Dog,Catahoula/Australian Shepherd,1
2014,Dog,Bulldog/Boston Terrier,1
2014,Dog,Dachshund Longhair/Australian Shepherd,1
2014,Dog,English Springer Spaniel/Cardigan Welsh Corgi,1
2014,Dog,Dachshund Longhair/Cairn Terrier,1
2014,Dog,Catahoula/Staffordshire,1
2014,Dog,Dachshund Longhair/Cardigan Welsh Corgi,1
2014,Dog,Flat Coat Retriever/Chow Chow,1
2014,Dog,Cairn Terrier/West Highland,1
2014,Dog,Bullmastiff,1
2014,Dog,Chihuahua Shorthair/Border Collie,1
2014,Dog,German Pinscher/Whippet,1
2014,Dog,Dachshund Longhair/Cocker Spaniel,1
2014,Dog,Chihuahua Shorthair/Parson Russell Terrier,1
2014,Dog,Dachshund Longhair/Pembroke Welsh Corgi,1
2014,Dog,Chihuahua Shorthair/Chinese Sharpei,1
2014,Dog,Dachshund Longhair/Toy Poodle,1
2014,Dog,Dalmatian/Basset Hound,1
2014,Dog,Catahoula/Beagle,1
2014,Dog,Dalmatian/Pointer,1
2014,Dog,Dachshund Wirehair,1
2014,Dog,Chow Chow/American Eskimo,1
2014,Dog,Catahoula/Black Mouth Cur,1
2014,Dog,Chihuahua Shorthair/Welsh Terrier,1
2014,Dog,Chinese Crested/Chihuahua Longhair,1
2014,Dog,Chow Chow/Border Collie,1
2014,Dog,Chihuahua Longhair/Rat Terrier,1
2014,Dog,Doberman Pinsch/Vizsla,1
2014,Dog,Catahoula/Border Collie,1
2014,Dog,Cardigan Welsh Corgi/Cardigan Welsh Corgi,1
2014,Dog,Dachshund Wirehair/Pbgv,1
2014,Dog,Chow Chow/Chinese Sharpei,1
2014,Dog,Dachshund Wirehair/Yorkshire Terrier,1
2014,Dog,Chihuahua Shorthair/Finnish Spitz,1
2014,Dog,Chihuahua Longhair/West Highland,1
2014,Dog,Dutch Shepherd/Anatol Shepherd,1
2014,Dog,Dachshund/Australian Kelpie,1
2014,Dog,Dutch Shepherd/Mastiff,1
2014,Dog,Chinese Sharpei/Boxer,1
2014,Dog,Cairn Terrier/Affenpinscher,1
2014,Dog,German Shepherd/Australian Kelpie,1
2014,Dog,English Bulldog/Cairn Terrier,1
2014,Dog,Chihuahua Shorthair/Smooth Fox Terrier,1
2014,Dog,English Bulldog/Staffordshire,1
2014,Dog,German Shepherd/Black Mouth Cur,1
2014,Dog,Chihuahua Longhair/Dachshund Longhair,1
2014,Dog,Cardigan Welsh Corgi/Jack Russell Terrier,1
2014,Dog,Cairn Terrier/Miniature Schnauzer,1
2014,Dog,Chinese Sharpei/Pit Bull,1
2014,Dog,Bull Terrier/Australian Kelpie,1
2014,Dog,Catahoula/Bulldog,1
2014,Dog,Carolina Dog/Australian Cattle Dog,1
2014,Dog,Dachshund/Dachshund,1
2014,Dog,Cairn Terrier/Scottish Terrier,1
2014,Dog,Dachshund/German Shepherd,1
2014,Dog,Field Spaniel Mix,1
2014,Dog,Dachshund/Greyhound,1
2014,Dog,Carolina Dog/Labrador Retriever,1
2014,Dog,Cardigan Welsh Corgi/Labrador Retriever,1
2014,Dog,Catahoula/Treeing Walker Coonhound,1
2014,Dog,Dachshund/Havanese,1
2014,Dog,Carolina Dog/Pit Bull,1
2014,Dog,Chihuahua Longhair/Papillon,1
2014,Dog,Chihuahua Longhair/Jack Russell Terrier,1
2014,Dog,Dachshund/Labrador Retriever,1
2014,Dog,Cocker Spaniel/Beagle,1
2014,Dog,Dachshund/Manchester Terrier,1
2014,Dog,Cocker Spaniel/Dachshund,1
2014,Dog,Dachshund/Miniature Poodle,1
2014,Dog,Cairn Terrier/Shih Tzu,1
2014,Dog,Cardigan Welsh Corgi/Australian Cattle Dog,1
2014,Dog,German Shepherd/Alaskan Husky,1
2014,Dog,Cardigan Welsh Corgi/Australian Shepherd,1
2014,Dog,Cavalier Span/Toy Poodle,1
2014,Dog,Cardigan Welsh Corgi/Beagle,1
2014,Dog,Dachshund/Whippet,1
2014,Dog,German Shepherd/Basenji,1
2014,Dog,Dachshund/Cardigan Welsh Corgi,1
2014,Dog,German Shepherd/Black/Tan Hound,1
2014,Dog,Dachshund/Catahoula,1
2014,Dog,Dachshund/Cavalier Span,1
2014,Dog,Dachshund Longhair/Chihuahua Longhair,1
2014,Dog,American Staffordshire Terrier/Plott Hound,1
2014,Dog,Australian Cattle Dog/Boston Terrier,1
2014,Dog,Border Collie/Pembroke Welsh Corgi,1
2014,Dog,Basset Hound/Dachshund,1
2014,Dog,Boxer/Cardigan Welsh Corgi,1
2014,Dog,Basset Hound/English Pointer,1
2014,Dog,Border Collie/English Springer Spaniel,1
2014,Dog,Basset Hound/Labrador Retriever,1
2014,Dog,American Pit Bull Terrier/Catahoula,1
2014,Dog,Basset Hound/Pit Bull,1
2014,Dog,Alaskan Malamute/German Shepherd,1
2014,Dog,Basset Hound/Pointer,1
2014,Dog,Boxer/Neapolitan Mastiff,1
2014,Dog,Anatol Shepherd/Australian Cattle Dog,1
2014,Dog,Border Collie/Catahoula,1
2014,Dog,Akita/Pit Bull,1
2014,Dog,Border Collie/Greyhound,1
2014,Dog,Beagle/Australian Cattle Dog,1
2014,Dog,Border Collie/Standard Schnauzer,1
2014,Dog,Beagle/Australian Shepherd,1
2014,Dog,Border Terrier/Rat Terrier,1
2014,Dog,Beagle/Basset Hound,1
2014,Dog,Boston Terrier/Labrador Retriever,1
2014,Dog,Akita/Great Pyrenees,1
2014,Dog,Boxer/Australian Cattle Dog,1
2014,Dog,Beagle/Cavalier Span,1
2014,Dog,Boxer/English Bulldog,1
2014,Dog,Anatol Shepherd/Catahoula,1
2014,Dog,Boxer/Redbone Hound,1
2014,Dog,Beagle/Chinese Sharpei,1
2014,Dog,Basset Hound/Beauceron,1
2014,Dog,Akita/Border Collie,1
2014,Dog,Australian Cattle Dog/Chow Chow,1
2014,Dog,Anatol Shepherd/Great Pyrenees,1
2014,Dog,Border Collie/Great Dane,1
2014,Dog,American Pit Bull Terrier/Chinese Sharpei,1
2014,Dog,Australian Cattle Dog/Black Mouth Cur,1
2014,Dog,Akita/Australian Cattle Dog,1
2014,Dog,Border Collie/Queensland Heeler,1
2014,Dog,Beagle/Manchester Terrier,1
2014,Dog,Alaskan Malamute/Akita,1
2014,Dog,Beagle/Parson Russell Terrier,1
2014,Dog,Border Terrier/Labrador Retriever,1
2014,Dog,Beagle/Pit Bull,1
2014,Dog,Border Terrier/Standard Schnauzer,1
2014,Dog,Australian Cattle Dog/Pembroke Welsh Corgi,1
2014,Dog,Boston Terrier/Australian Kelpie,1
2014,Dog,Akita/Belgian Malinois,1
2014,Dog,Basenji/Chihuahua Shorthair,1
2014,Dog,American Pit Bull Terrier/American Bulldog,1
2014,Dog,Basenji/Jack Russell Terrier,1
2014,Dog,Beagle/Whippet,1
2014,Dog,Boxer/Black Mouth Cur,1
2014,Dog,Bearded Collie,1
2014,Dog,Boxer/Chow Chow,1
2014,Dog,Beauceron,1
2014,Dog,Boxer/Jack Russell Terrier,1
2014,Dog,Australian Shepherd/Alaskan Malamute,1
2014,Dog,American Bulldog/Chinese Sharpei,1
2014,Dog,American Bulldog/Blue Lacy,1
2014,Dog,American Bulldog/American Staffordshire Terrier,1
2014,Dog,Belgian Malinois/German Shepherd,1
2014,Dog,Brittany,1
2014,Dog,Belgian Sheepdog,1
2014,Dog,Border Collie/Brittany,1
2014,Dog,Australian Shepherd/Anatol Shepherd,1
2014,Dog,Australian Shepherd/Siberian Husky,1
2014,Dog,Australian Cattle Dog/Collie Rough,1
2014,Dog,Border Collie/Dalmatian,1
2014,Dog,Australian Shepherd/Australian Kelpie,1
2014,Dog,American Eskimo,1
2014,Dog,Australian Cattle Dog/Chinese Sharpei,1
2014,Dog,Australian Cattle Dog/Rat Terrier,1
2014,Dog,Brittany/Collie Rough,1
2014,Dog,Border Collie/Jack Russell Terrier,1
2014,Dog,Brittany/Labrador Retriever,1
2014,Dog,Border Collie/Parson Russell Terrier,1
2014,Dog,Airedale Terrier/Labrador Retriever,1
2014,Dog,Border Collie/Pit Bull,1
2014,Dog,American Staffordshire Terrier/Jack Russell Terrier,1
2014,Dog,Border Collie/Shetland Sheepdog,1
2014,Dog,Black Mouth Cur/Boxer,1
2014,Dog,Australian Cattle Dog/Rhod Ridgeback,1
2014,Dog,Black Mouth Cur/German Shepherd,1
2014,Dog,Border Terrier/Cardigan Welsh Corgi,1
2014,Dog,Black Mouth Cur/Labrador Retriever,1
2014,Dog,Basenji/Australian Cattle Dog,1
2014,Dog,Black Mouth Cur/Rhod Ridgeback,1
2014,Dog,Border Terrier/Pug,1
2014,Dog,Australian Cattle Dog/Australian Kelpie,1
2014,Dog,Border Terrier/Soft Coated Wheaten Terrier,1
2014,Dog,Brittany/Chihuahua Shorthair,1
2014,Dog,Australian Cattle Dog/Treeing Walker Coonhound,1
2014,Dog,Australian Shepherd/Beagle,1
2014,Dog,American Pit Bull Terrier/Boxer,1
2014,Dog,Australian Cattle Dog/Basenji,1
2014,Dog,Australian Kelpie/Whippet,1
2014,Dog,American Staffordshire Terrier/Rhod Ridgeback,1
2014,Dog,Boston Terrier/Miniature Schnauzer,1
2014,Dog,Australian Kelpie/Dachshund,1
2014,Dog,Boston Terrier/Pug,1
2014,Dog,Australian Kelpie/German Shepherd,1
2014,Dog,Basenji/Chow Chow,1
2014,Dog,Blue Lacy/Beagle,1
2014,Dog,Boxer/American Staffordshire Terrier,1
2014,Dog,Blue Lacy/Labrador Retriever,1
2014,Dog,Boxer/Beagle,1
2014,Dog,Australian Cattle Dog/German Shorthair Pointer,1
2014,Dog,Basenji/Rhod Ridgeback,1
2014,Dog,Australian Cattle Dog/Queensland Heeler,1
2014,Dog,Australian Cattle Dog/Cairn Terrier,1
2014,Dog,Australian Shepherd/Collie Rough,1
2014,Dog,Boxer/Dogue De Bordeaux,1
2014,Dog,Australian Shepherd/English Springer Spaniel,1
2014,Dog,Boxer/Great Dane,1
2014,Dog,American Bulldog/Pointer,1
2014,Dog,American Foxhound/Pointer,1
2014,Dog,American Bulldog/Boxer,1
2014,Dog,Akita/German Shepherd,1
2014,Dog,Border Collie/Akita,1
2014,Dog,Boxer/Queensland Heeler,1
2014,Dog,Border Collie/Alaskan Husky,1
2014,Dog,Akita/Labrador Retriever,1
2014,Dog,Australian Shepherd/Nova Scotia Duck Tolling Retriever,1
2014,Dog,Boykin Span,1
2014,Dog,Border Collie/Australian Shepherd,1
2014,Dog,Boykin Span/Dachshund,1
2014,Dog,Australian Kelpie/Beagle,1
2014,Dog,Australian Cattle Dog/Cardigan Welsh Corgi,1
2014,Dog,Australian Cattle Dog/Jack Russell Terrier,1
2014,Dog,Australian Shepherd/Rottweiler,1
2014,Dog,Bloodhound,1
2014,Dog,Bruss Griffon,1
2014,Dog,American Bulldog/Mastiff,1
2014,Dog,Bruss Griffon/Cairn Terrier,1
2014,Dog,Australian Cattle Dog/American Staffordshire Terrier,1
2014,Dog,Australian Cattle Dog/Anatol Shepherd,1
2014,Dog,Bruss Griffon/Yorkshire Terrier,1
2014,Dog,Beagle/Queensland Heeler,1
2014,Dog,Beagle/Rat Terrier,1
2015,Cat,Domestic Shorthair Mix,6017
2015,Cat,Domestic Medium Hair Mix,546
2015,Cat,Domestic Longhair Mix,332
2015,Cat,Siamese Mix,282
2015,Cat,Domestic Shorthair,96
2015,Cat,Domestic Medium Hair,37
2015,Cat,Snowshoe Mix,34
2015,Cat,Maine Coon Mix,22
2015,Cat,Siamese,20
2015,Cat,Russian Blue Mix,11
2015,Cat,Manx Mix,11
2015,Cat,Himalayan Mix,8
2015,Cat,Domestic Longhair,7
2015,Cat,American Shorthair Mix,7
2015,Cat,Persian Mix,6
2015,Cat,Ragdoll Mix,6
2015,Cat,Balinese Mix,5
2015,Cat,Siamese/Japanese Bobtail,3
2015,Cat,British Shorthair Mix,2
2015,Cat,Bombay Mix,2
2015,Cat,Devon Rex Mix,2
2015,Cat,Pixiebob Shorthair Mix,2
2015,Cat,Bengal Mix,2
2015,Cat,Maine Coon,2
2015,Cat,Turkish Van Mix,2
2015,Cat,Himalayan,2
2015,Cat,Javanese Mix,2
2015,Cat,Manx,1
2015,Cat,Domestic Medium Hair/Siamese,1
2015,Cat,Manx/Domestic Longhair,1
2015,Cat,Manx/Siamese,1
2015,Cat,American Wirehair Mix,1
2015,Cat,Munchkin Longhair Mix,1
2015,Cat,Turkish Angora Mix,1
2015,Cat,Oriental Sh Mix,1
2015,Cat,Abyssinian Mix,1
2015,Cat,Persian,1
2015,Cat,Siamese/Domestic Shorthair,1
2015,Cat,Domestic Shorthair/Manx,1
2015,Cat,Snowshoe,1
2015,Cat,Havana Brown Mix,1
2015,Cat,Sphynx,1
2015,Cat,Cornish Rex Mix,1
2015,Cat,Chartreux Mix,1
2015,Cat,Bengal,1
2015,Cat,Scottish Fold Mix,1
2015,Dog,Pit Bull Mix,1336
2015,Dog,Chihuahua Shorthair Mix,1163
2015,Dog,Labrador Retriever Mix,937
2015,Dog,German Shepherd Mix,406
2015,Dog,Australian Cattle Dog Mix,228
2015,Dog,Boxer Mix,180
2015,Dog,Dachshund Mix,176
2015,Dog,Miniature Poodle Mix,170
2015,Dog,Border Collie Mix,160
2015,Dog,Australian Shepherd Mix,116
2015,Dog,Miniature Schnauzer Mix,102
2015,Dog,Siberian Husky Mix,98
2015,Dog,Catahoula Mix,96
2015,Dog,Rat Terrier Mix,95
2015,Dog,Yorkshire Terrier Mix,94
2015,Dog,Chihuahua Longhair Mix,91
2015,Dog,Staffordshire Mix,86
2015,Dog,American Bulldog Mix,81
2015,Dog,Rottweiler Mix,75
2015,Dog,Shih Tzu Mix,74
2015,Dog,Jack Russell Terrier Mix,74
2015,Dog,Great Pyrenees Mix,70
2015,Dog,Beagle Mix,69
2015,Dog,Cairn Terrier Mix,65
2015,Dog,Chihuahua Shorthair/Dachshund,64
2015,Dog,Chihuahua Shorthair,63
2015,Dog,German Shepherd,62
2015,Dog,Pointer Mix,57
2015,Dog,American Staffordshire Terrier Mix,57
2015,Dog,Black Mouth Cur Mix,55
2015,Dog,Pit Bull,53
2015,Dog,Plott Hound Mix,51
2015,Dog,German Shepherd/Labrador Retriever,51
2015,Dog,Labrador Retriever,48
2015,Dog,American Pit Bull Terrier Mix,46
2015,Dog,Australian Kelpie Mix,46
2015,Dog,Labrador Retriever/Pit Bull,44
2015,Dog,Anatol Shepherd Mix,43
2015,Dog,Miniature Pinscher Mix,42
2015,Dog,Shih Tzu,40
2015,Dog,Labrador Retriever/German Shepherd,38
2015,Dog,Blue Lacy Mix,37
2015,Dog,Dachshund/Chihuahua Shorthair,35
2015,Dog,Golden Retriever Mix,34
2015,Dog,Rottweiler,32
2015,Dog,Cardigan Welsh Corgi Mix,32
2015,Dog,Manchester Terrier Mix,31
2015,Dog,Lhasa Apso Mix,31
2015,Dog,Pug Mix,29
2015,Dog,Basset Hound Mix,29
2015,Dog,Queensland Heeler Mix,28
2015,Dog,Toy Poodle Mix,28
2015,Dog,Chow Chow Mix,28
2015,Dog,Maltese Mix,28
2015,Dog,Siberian Husky,27
2015,Dog,Pomeranian Mix,27
2015,Dog,Cocker Spaniel Mix,26
2015,Dog,Flat Coat Retriever Mix,25
2015,Dog,Boxer,24
2015,Dog,Pit Bull/Labrador Retriever,23
2015,Dog,Doberman Pinsch Mix,23
2015,Dog,Dachshund,22
2015,Dog,Carolina Dog Mix,22
2015,Dog,Redbone Hound Mix,21
2015,Dog,Bull Terrier Mix,21
2015,Dog,Labrador Retriever/Border Collie,20
2015,Dog,Labrador Retriever/Australian Cattle Dog,20
2015,Dog,Australian Cattle Dog,18
2015,Dog,Norfolk Terrier Mix,17
2015,Dog,Chinese Sharpei Mix,17
2015,Dog,Dachshund Longhair Mix,17
2015,Dog,Labrador Retriever/Boxer,17
2015,Dog,Dachshund Wirehair Mix,17
2015,Dog,Labrador Retriever/Plott Hound,17
2015,Dog,Mastiff Mix,16
2015,Dog,Collie Smooth Mix,16
2015,Dog,English Bulldog,16
2015,Dog,Whippet Mix,15
2015,Dog,Yorkshire Terrier,15
2015,Dog,Pharaoh Hound Mix,15
2015,Dog,Pug,15
2015,Dog,Maltese/Miniature Poodle,15
2015,Dog,Pekingese Mix,15
2015,Dog,Labrador Retriever/Anatol Shepherd,15
2015,Dog,Boxer/Labrador Retriever,15
2015,Dog,Border Terrier Mix,15
2015,Dog,Australian Cattle Dog/Labrador Retriever,15
2015,Dog,Boston Terrier Mix,15
2015,Dog,American Staffordshire Terrier,15
2015,Dog,English Bulldog Mix,14
2015,Dog,Rhod Ridgeback Mix,13
2015,Dog,Norwich Terrier Mix,13
2015,Dog,Pit Bull/Boxer,13
2015,Dog,Chihuahua Shorthair/Rat Terrier,13
2015,Dog,Labrador Retriever/Great Pyrenees,13
2015,Dog,German Shorthair Pointer Mix,13
2015,Dog,Bichon Frise Mix,13
2015,Dog,Soft Coated Wheaten Terrier Mix,12
2015,Dog,Chihuahua Shorthair/Cardigan Welsh Corgi,12
2015,Dog,Harrier Mix,12
2015,Dog,Bruss Griffon Mix,12
2015,Dog,Boxer/Pit Bull,12
2015,Dog,Australian Shepherd,12
2015,Dog,Belgian Malinois Mix,12
2015,Dog,Pembroke Welsh Corgi Mix,11
2015,Dog,Miniature Schnauzer/Miniature Poodle,11
2015,Dog,Rat Terrier/Chihuahua Shorthair,11
2015,Dog,Shetland Sheepdog Mix,11
2015,Dog,Dachshund Wirehair/Miniature Poodle,11
2015,Dog,Great Dane Mix,11
2015,Dog,Havanese Mix,11
2015,Dog,Jack Russell Terrier/Chihuahua Shorthair,11
2015,Dog,Black/Tan Hound Mix,11
2015,Dog,Beagle,11
2015,Dog,Rat Terrier,10
2015,Dog,Standard Schnauzer Mix,10
2015,Dog,Weimaraner Mix,10
2015,Dog,Miniature Schnauzer,10
2015,Dog,Doberman Pinsch,10
2015,Dog,Labrador Retriever/Beagle,10
2015,Dog,Labrador Retriever/Australian Shepherd,10
2015,Dog,Great Pyrenees,10
2015,Dog,Basset Hound,10
2015,Dog,Pit Bull/Catahoula,9
2015,Dog,Pointer/Labrador Retriever,9
2015,Dog,Papillon Mix,9
2015,Dog,Pug/Beagle,9
2015,Dog,West Highland Mix,9
2015,Dog,Jack Russell Terrier,9
2015,Dog,Dachshund/Manchester Terrier,9
2015,Dog,Dalmatian Mix,9
2015,Dog,Golden Retriever,9
2015,Dog,Great Pyrenees/Labrador Retriever,9
2015,Dog,Chihuahua Shorthair/Boston Terrier,9
2015,Dog,Chihuahua Shorthair/Jack Russell Terrier,9
2015,Dog,Beauceron Mix,9
2015,Dog,Border Collie/Labrador Retriever,9
2015,Dog,Miniature Poodle/Miniature Schnauzer,8
2015,Dog,Schnauzer Giant Mix,8
2015,Dog,Rottweiler/German Shepherd,8
2015,Dog,Miniature Poodle,8
