intake_year,animal_type,breed,count
2014,Dog,Bull Terrier Mix,18
2014,Dog,Pit Bull/Labrador Retriever,17
2014,Dog,Rat Terrier/Chihuahua Shorthair,17
2014,Dog,Great Dane Mix,17
2014,Dog,Shetland Sheepdog Mix,16
2014,Dog,Miniature Schnauzer,16
2014,Dog,Great Pyrenees,16
2014,Dog,Labrador Retriever/Boxer,16
2014,Dog,Dogo Argentino Mix,16
2014,Dog,Pekingese Mix,15
2014,Dog,Rhod Ridgeback Mix,15
2014,Dog,Miniature Poodle/Miniature Schnauzer,15
2014,Dog,Parson Russell Terrier Mix,15
2014,Dog,Black/Tan Hound Mix,15
2014,Dog,Redbone Hound Mix,14
2014,Dog,Pembroke Welsh Corgi Mix,14
2014,Dog,Weimaraner Mix,14
2014,Dog,Yorkshire Terrier,14
2014,Dog,Mastiff Mix,14
2014,Dog,Miniature Poodle,14
2014,Dog,Miniature Pinscher/Chihuahua Shorthair,14
2014,Dog,Chihuahua Shorthair/Cardigan Welsh Corgi,14
2014,Dog,Doberman Pinsch,14
2014,Dog,Rat Terrier,13
2014,Dog,Pug/Chihuahua Shorthair,13
2014,Dog,Pit Bull/Boxer,13
2014,Dog,Chihuahua Shorthair/Cairn Terrier,13
2014,Dog,Catahoula/Labrador Retriever,13
2014,Dog,Boston Terrier,13
2014,Dog,Basset Hound,13
2014,Dog,Pit Bull/Australian Cattle Dog,12
2014,Dog,Labrador Retriever/Blue Lacy,12
2014,Dog,Labrador Retriever/Chow Chow,12
2014,Dog,Australian Shepherd/Labrador Retriever,12
2014,Dog,Bruss Griffon Mix,12
2014,Dog,Akita Mix,12
2014,Dog,Boxer/Pit Bull,12
2014,Dog,Belgian Malinois Mix,12
2014,Dog,West Highland Mix,11
2014,Dog,Pointer/Labrador Retriever,11
2014,Dog,Italian Greyhound Mix,11
2014,Dog,German Shorthair Pointer Mix,11
2014,Dog,Bulldog Mix,11
2014,Dog,Boxer/Labrador Retriever,11
2014,Dog,Border Collie,11
2014,Dog,Shiba Inu Mix,10
2014,Dog,Soft Coated Wheaten Terrier Mix,10
2014,Dog,Pug,10
2014,Dog,Labrador Retriever/Great Pyrenees,10
2014,Dog,Lhasa Apso,10
2014,Dog,German Shepherd/Australian Cattle Dog,10
2014,Dog,Cairn Terrier/Chihuahua Shorthair,10
2014,Dog,Cocker Spaniel,10
2014,Dog,American Eskimo Mix,10
2014,Dog,Border Collie/German Shepherd,10
2014,Dog,Whippet Mix,9
2014,Dog,Pit Bull/Catahoula,9
2014,Dog,Wire Hair Fox Terrier Mix,9
2014,Dog,Smooth Fox Terrier Mix,9
2014,Dog,Plott Hound/Labrador Retriever,9
2014,Dog,German Shepherd/Rottweiler,9
2014,Dog,German Shepherd/Chow Chow,9
2014,Dog,Labrador Retriever/Catahoula,9
2014,Dog,Cardigan Welsh Corgi/Chihuahua Shorthair,9
2014,Dog,Dachshund/Beagle,9
2014,Dog,Chihuahua Shorthair/Beagle,9
2014,Dog,Border Collie/Great Pyrenees,9
2014,Dog,Rhod Ridgeback/Labrador Retriever,8
2014,Dog,Yorkshire Terrier/Miniature Poodle,8
2014,Dog,Great Dane/Labrador Retriever,8
2014,Dog,Norfolk Terrier Mix,8
2014,Dog,Harrier Mix,8
2014,Dog,Chow Chow/Labrador Retriever,8
2014,Dog,English Pointer Mix,8
2014,Dog,Australian Cattle Dog/Pit Bull,8
2014,Dog,Bichon Frise Mix,8
2014,Dog,Beagle/German Shepherd,8
2014,Dog,Tibetan Spaniel Mix,7
2014,Dog,Standard Poodle Mix,7
2014,Dog,Siberian Husky/German Shepherd,7
2014,Dog,Pug/Beagle,7
2014,Dog,Rottweiler/Labrador Retriever,7
2014,Dog,Vizsla Mix,7
2014,Dog,Labrador Retriever/Beagle,7
2014,Dog,Jack Russell Terrier,7
2014,Dog,German Shepherd/Boxer,7
2014,Dog,Great Pyrenees/Border Collie,7
2014,Dog,Havanese Mix,7
2014,Dog,Golden Retriever/Chow Chow,7
2014,Dog,German Shepherd/Siberian Husky,7
2014,Dog,Dogue De Bordeaux Mix,7
2014,Dog,Catahoula/Pit Bull,7
2014,Dog,Chesa Bay Retr Mix,7
2014,Dog,Cavalier Span Mix,7
2014,Dog,Dachshund Longhair,7
2014,Dog,Chihuahua Shorthair/Border Terrier,7
2014,Dog,Feist Mix,7
2014,Dog,Chihuahua Shorthair/Yorkshire Terrier,7
2014,Dog,Australian Cattle Dog/Border Collie,7
2014,Dog,American Bulldog,7
2014,Dog,Australian Shepherd,7
2014,Dog,Staffordshire,6
2014,Dog,Pit Bull/Chinese Sharpei,6
2014,Dog,Siberian Husky/Labrador Retriever,6
2014,Dog,Pbgv Mix,6
2014,Dog,St. Bernard Smooth Coat Mix,6
2014,Dog,West Highland,6
2014,Dog,Standard Schnauzer Mix,6
2014,Dog,Siberian Husky/Australian Cattle Dog,6
2014,Dog,Pomeranian,6
2014,Dog,German Shepherd/Doberman Pinsch,6
2014,Dog,Great Pyrenees/Labrador Retriever,6
2014,Dog,Norwich Terrier Mix,6
2014,Dog,Jack Russell Terrier/Dachshund,6
2014,Dog,Golden Retriever/Labrador Retriever,6
2014,Dog,Labrador Retriever/Basset Hound,6
2014,Dog,Irish Terrier Mix,6
2014,Dog,Papillon Mix,6
2014,Dog,Bullmastiff Mix,6
2014,Dog,Cane Corso Mix,6
2014,Dog,Bull Terrier,6
2014,Dog,Cairn Terrier/Yorkshire Terrier,6
2014,Dog,French Bulldog Mix,6
2014,Dog,Chinese Sharpei/Labrador Retriever,6
2014,Dog,Cairn Terrier,6
2014,Dog,Chow Chow,6
2014,Dog,Dutch Shepherd Mix,6
2014,Dog,Border Terrier/Chihuahua Shorthair,6
2014,Dog,Australian Cattle Dog/Beagle,6
2014,Dog,Beagle/Dachshund,6
2014,Dog,Beagle/Labrador Retriever,6
2014,Dog,American Staffordshire Terrier,6
2014,Dog,Blue Lacy/American Bulldog,6
2014,Dog,Australian Shepherd/Border Collie,6
2014,Dog,Pointer/Catahoula,5
2014,Dog,Pembroke Welsh Corgi,5
2014,Dog,Pit Bull/Pointer,5
2014,Dog,Plott Hound,5
2014,Dog,Yorkshire Terrier/Maltese,5
2014,Dog,Schipperke Mix,5
2014,Dog,Yorkshire Terrier/Cairn Terrier,5
2014,Dog,German Shepherd/Cardigan Welsh Corgi,5
2014,Dog,Otterhound Mix,5
2014,Dog,Labrador Retriever/Plott Hound,5
2014,Dog,Labrador Retriever/Siberian Husky,5
2014,Dog,Great Dane,5
2014,Dog,Miniature Pinscher,5
2014,Dog,Jack Russell Terrier/Australian Cattle Dog,5
2014,Dog,Jack Russell Terrier/Chihuahua Shorthair,5
2014,Dog,Irish Setter/Pit Bull,5
2014,Dog,Manchester Terrier/Beagle,5
2014,Dog,Labrador Retriever/Chinese Sharpei,5
2014,Dog,Chow Chow/Australian Cattle Dog,5
2014,Dog,German Shepherd/Border Collie,5
2014,Dog,Catahoula,5
2014,Dog,Chihuahua Longhair,5
2014,Dog,Chihuahua Shorthair/Dachshund Wirehair,5
2014,Dog,English Foxhound Mix,5
2014,Dog,Dachshund Wirehair/Chihuahua Shorthair,5
2014,Dog,Chihuahua Shorthair/Boston Terrier,5
2014,Dog,Catahoula/Pointer,5
2014,Dog,Collie Rough Mix,5
2014,Dog,Finnish Spitz Mix,5
2014,Dog,Chow Chow/German Shepherd,5
2014,Dog,American Bulldog/Pit Bull,5
2014,Dog,Beauceron Mix,5
2014,Dog,Australian Kelpie,5
2014,Dog,Boxer/Catahoula,5
2014,Dog,Alaskan Husky Mix,5
2014,Dog,American Staffordshire Terrier/Labrador Retriever,5
2014,Dog,Basset Hound/Australian Cattle Dog,5
2014,Dog,Anatol Shepherd,5
2014,Dog,Basenji Mix,5
2014,Dog,Brittany Mix,5
2014,Dog,Wire Hair Fox Terrier/Chihuahua Shorthair,4
2014,Dog,Toy Fox Terrier Mix,4
2014,Dog,Silky Terrier Mix,4
2014,Dog,Presa Canario Mix,4
2014,Dog,Treeing Walker Coonhound Mix,4
2014,Dog,Patterdale Terr Mix,4
2014,Dog,Pekingese,4
2014,Dog,Pit Bull/Weimaraner,4
2014,Dog,Tibetan Terrier Mix,4
2014,Dog,Pharaoh Hound Mix,4
2014,Dog,Toy Poodle,4
2014,Dog,Pbgv,4
2014,Dog,Wire Hair Fox Terrier/Beagle,4
2014,Dog,Samoyed Mix,4
2014,Dog,Pointer/Border Collie,4
2014,Dog,Newfoundland Mix,4
2014,Dog,Greater Swiss Mountain Dog Mix,4
2014,Dog,Labrador Retriever/Collie Smooth,4
2014,Dog,Greyhound Mix,4
2014,Dog,Miniature Schnauzer/Chihuahua Shorthair,4
2014,Dog,Labrador Retriever/Jack Russell Terrier,4
2014,Dog,Norfolk Terrier/Yorkshire Terrier,4
2014,Dog,Labrador Retriever/American Bulldog,4
2014,Dog,Great Pyrenees/Standard Poodle,4
2014,Dog,Labrador Retriever/Australian Kelpie,4
2014,Dog,Jack Russell Terrier/Labrador Retriever,4
2014,Dog,Miniature Poodle/Maltese,4
2014,Dog,German Shepherd/Catahoula,4
2014,Dog,Dalmatian,4
2014,Dog,English Coonhound Mix,4
2014,Dog,Catahoula/German Shepherd,4
2014,Dog,Chihuahua Shorthair/Miniature Pinscher,4
2014,Dog,French Bulldog,4
2014,Dog,Chinese Crested Mix,4
2014,Dog,Dalmatian Mix,4
2014,Dog,Chow Chow/Golden Retriever,4
2014,Dog,Dutch Shepherd,4
2014,Dog,Cocker Spaniel/Miniature Poodle,4
2014,Dog,Catahoula/Plott Hound,4
2014,Dog,German Shepherd/Alaskan Malamute,4
2014,Dog,Dachshund/Australian Cattle Dog,4
2014,Dog,Collie Smooth/Labrador Retriever,4
2014,Dog,Alaskan Malamute Mix,4
2014,Dog,Bruss Griffon/Pug,4
2014,Dog,American Foxhound Mix,4
2014,Dog,Australian Cattle Dog/Pointer,4
2014,Dog,Beagle/Jack Russell Terrier,4
2014,Dog,Black Mouth Cur,4
2014,Dog,Affenpinscher Mix,4
2014,Dog,Anatol Shepherd/Labrador Retriever,4
2014,Dog,Boston Terrier/Chihuahua Shorthair,4
2014,Dog,Australian Cattle Dog/Akita,4
2014,Dog,Bloodhound Mix,4
2014,Dog,Beagle/Chihuahua Shorthair,4
2014,Dog,Beagle/Pug,4
2014,Dog,Yorkshire Terrier/Chihuahua Shorthair,3
2014,Dog,Pit Bull/German Shepherd,3
2014,Dog,Welsh Terrier Mix,3
2014,Dog,Rottweiler/Australian Cattle Dog,3
2014,Dog,Rhod Ridgeback,3
2014,Dog,Pit Bull/Chihuahua Shorthair,3
2014,Dog,Pointer/American Pit Bull Terrier,3
2014,Dog,Podengo Pequeno Mix,3
2014,Dog,Pointer/Australian Cattle Dog,3
2014,Dog,Yorkshire Terrier/Miniature Schnauzer,3
2014,Dog,Whippet/Dachshund,3
2014,Dog,Rat Terrier/Beagle,3
2014,Dog,Queensland Heeler/Pit Bull,3
2014,Dog,Shetland Sheepdog,3
2014,Dog,Yorkshire Terrier/Border Terrier,3
2014,Dog,German Shepherd/Pit Bull,3
2014,Dog,Miniature Poodle/Cocker Spaniel,3
2014,Dog,Greyhound,3
2014,Dog,Labrador Retriever/Great Dane,3
2014,Dog,German Shepherd/Chinese Sharpei,3
2014,Dog,Labrador Retriever/American Pit Bull Terrier,3
2014,Dog,Golden Retriever,3
2014,Dog,Labrador Retriever/Rottweiler,3
2014,Dog,Labrador Retriever/Golden Retriever,3
2014,Dog,German Shorthair Pointer,3
2014,Dog,Miniature Poodle/Dachshund,3
2014,Dog,Labrador Retriever/Black Mouth Cur,3
2014,Dog,Parson Russell Terrier,3
2014,Dog,Keeshond Mix,3
2014,Dog,Harrier,3
2014,Dog,Great Dane/Mastiff,3
2014,Dog,Maltese/Yorkshire Terrier,3
2014,Dog,Kuvasz Mix,3
2014,Dog,Golden Retriever/Great Pyrenees,3
2014,Dog,German Shepherd/Golden Retriever,3
2014,Dog,Great Pyrenees/Rottweiler,3
2014,Dog,Labrador Retriever/Flat Coat Retriever,3
2014,Dog,Manchester Terrier/Jack Russell Terrier,3
2014,Dog,Labrador Retriever/Doberman Pinsch,3
2014,Dog,Chihuahua Shorthair/Wire Hair Fox Terrier,3
2014,Dog,Carolina Dog,3
2014,Dog,Chinese Sharpei,3
2014,Dog,Chihuahua Longhair/Maltese,3
2014,Dog,Chihuahua Shorthair/Whippet,3
2014,Dog,Cane Corso,3
2014,Dog,Cairn Terrier/Dachshund,3
2014,Dog,Cairn Terrier/Chihuahua Longhair,3
2014,Dog,Flat Coat Retriever/Pit Bull,3
2014,Dog,Chihuahua Shorthair/Italian Greyhound,3
2014,Dog,Dalmatian/Labrador Retriever,3
2014,Dog,Dachshund Longhair/Chihuahua Shorthair,3
2014,Dog,Catahoula/Great Dane,3
2014,Dog,Chihuahua Longhair/Cairn Terrier,3
2014,Dog,English Bulldog,3
2014,Dog,Dachshund/Pit Bull,3
2014,Dog,Chihuahua Longhair/Dachshund,3
2014,Dog,Dachshund/Rat Terrier,3
2014,Dog,Flat Coat Retriever/German Shepherd,3
2014,Dog,Dachshund/Shih Tzu,3
2014,Dog,Cardigan Welsh Corgi/German Shepherd,3
2014,Dog,Chihuahua Shorthair/Miniature Schnauzer,3
2014,Dog,Cardigan Welsh Corgi/Cocker Spaniel,3
2014,Dog,Chesa Bay Retr/Labrador Retriever,3
2014,Dog,Border Terrier/Yorkshire Terrier,3
2014,Dog,Australian Cattle Dog/Catahoula,3
2014,Dog,American Bulldog/Labrador Retriever,3
2014,Dog,Australian Cattle Dog/Plott Hound,3
2014,Dog,Airedale Terrier Mix,3
2014,Dog,Australian Kelpie/Blue Lacy,3
2014,Dog,American Pit Bull Terrier,3
2014,Dog,Australian Shepherd/Australian Cattle Dog,3
2014,Dog,Bernese Mountain Dog Mix,3
2014,Dog,Australian Shepherd/Chow Chow,3
2014,Dog,Bluetick Hound,3
2014,Dog,Australian Shepherd/Cocker Spaniel,3
2014,Dog,Border Terrier,3
2014,Dog,Australian Shepherd/Plott Hound,3
2014,Dog,Alaskan Malamute/Border Collie,3
2014,Dog,Anatol Shepherd/German Shepherd,3
2014,Dog,Boxer/Staffordshire,3
2014,Dog,Bruss Griffon/Chihuahua Shorthair,3
2014,Dog,Bichon Frise,3
2014,Dog,Pit Bull/Flat Coat Retriever,2
2014,Dog,Pointer,2
2014,Dog,Plott Hound/Rhod Ridgeback,2
2014,Dog,Pointer/Harrier,2
2014,Dog,Vizsla,2
2014,Dog,Pointer/Jack Russell Terrier,2
2014,Dog,Whippet/Australian Kelpie,2
2014,Dog,Rat Terrier/Dachshund,2
2014,Dog,Staffordshire/Blue Lacy,2
2014,Dog,Redbone Hound,2
2014,Dog,Treeing Cur Mix,2
2014,Dog,Rottweiler/Chow Chow,2
2014,Dog,Vizsla/Golden Retriever,2
2014,Dog,Rottweiler/Doberman Pinsch,2
2014,Dog,Pug/Labrador Retriever,2
2014,Dog,Rottweiler/German Shepherd,2
2014,Dog,St. Bernard Smooth Coat/Anatol Shepherd,2
2014,Dog,Schipperke/Chihuahua Shorthair,2
2014,Dog,Pit Bull/Dachshund,2
2014,Dog,Scottish Terrier Mix,2
2014,Dog,Staffordshire/English Bulldog,2
2014,Dog,Pit Bull/Pit Bull,2
2014,Dog,Pit Bull/Dalmatian,2
2014,Dog,Shiba Inu/German Shepherd,2
2014,Dog,Treeing Walker Coonhound/Labrador Retriever,2
2014,Dog,Pbgv/Jack Russell Terrier,2
2014,Dog,Pug/Italian Greyhound,2
2014,Dog,Skye Terrier Mix,2
2014,Dog,Weimaraner,2
2014,Dog,Soft Coated Wheaten Terrier,2
2014,Dog,Weimaraner/Labrador Retriever,2
2014,Dog,Soft Coated Wheaten Terrier/Labrador Retriever,2
2014,Dog,Queensland Heeler,2
2014,Dog,Spinone Italiano Mix,2
2014,Dog,Parson Russell Terrier/Chihuahua Shorthair,2
2014,Dog,Plott Hound/Pit Bull,2
2014,Dog,Siberian Husky/Pit Bull,2
2014,Dog,Miniature Poodle/Lhasa Apso,2
2014,Dog,Newfoundland/Great Pyrenees,2
2014,Dog,Labrador Retriever/Dachshund,2
2014,Dog,Jack Russell Terrier/Welsh Terrier,2
2014,Dog,Golden Retriever/Akita,2
2014,Dog,German Shepherd/Pembroke Welsh Corgi,2
2014,Dog,Leonberger Mix,2
2014,Dog,Labrador Retriever/Border Terrier,2
2014,Dog,Lhasa Apso/Miniature Poodle,2
2014,Dog,Jindo Mix,2
2014,Dog,Lhasa Apso/Shih Tzu,2
2014,Dog,Mastiff,2
2014,Dog,Labrador Retriever/English Springer Spaniel,2
2014,Dog,Irish Terrier/Labrador Retriever,2
2014,Dog,Labrador Retriever/Standard Schnauzer,2
2014,Dog,Mastiff/Rottweiler,2
2014,Dog,Great Dane/Anatol Shepherd,2
2014,Dog,Ibizan Hound Mix,2
2014,Dog,Labrador Retriever/Dalmatian,2
2014,Dog,German Shepherd/Collie Rough,2
2014,Dog,Lhasa Apso/Miniature Schnauzer,2
2014,Dog,Great Pyrenees/Australian Cattle Dog,2
2014,Dog,Newfoundland/Labrador Retriever,2
2014,Dog,Glen Of Imaal Mix,2
2014,Dog,Great Dane/Pit Bull,2
2014,Dog,Labrador Retriever/Queensland Heeler,2
2014,Dog,Maltese/Jack Russell Terrier,2
2014,Dog,Labrador Retriever/Cocker Spaniel,2
2014,Dog,Maltese/Toy Poodle,2
2014,Dog,Jack Russell Terrier/Pit Bull,2
2014,Dog,Labrador Retriever/Bloodhound,2
2014,Dog,Labrador Retriever/Chesa Bay Retr,2
2014,Dog,Chihuahua Shorthair/Manchester Terrier,2
2014,Dog,Doberman Pinsch/Labrador Retriever,2
2014,Dog,Dachshund/Jack Russell Terrier,2
2014,Dog,Chihuahua Shorthair/Toy Fox Terrier,2
2014,Dog,English Shepherd Mix,2
2014,Dog,Chihuahua Longhair/Pekingese,2
2014,Dog,Dachshund/Chihuahua Longhair,2
2014,Dog,Chihuahua Longhair/Pomeranian,2
2014,Dog,Doberman Pinsch/Australian Cattle Dog,2
2014,Dog,Chinese Sharpei/Great Dane,2
2014,Dog,Dogo Argentino/Labrador Retriever,2
2014,Dog,Cardigan Welsh Corgi/Miniature Pinscher,2
2014,Dog,English Springer Spaniel Mix,2
2014,Dog,Canaan Dog Mix,2
2014,Dog,French Bulldog/Chihuahua Shorthair,2
2014,Dog,Chow Chow/Basset Hound,2
2014,Dog,Dachshund/Harrier,2
2014,Dog,Chihuahua Shorthair/Basenji,2
2014,Dog,Catahoula/Chinese Sharpei,2
2014,Dog,Collie Rough/Chinese Sharpei,2
2014,Dog,Doberman Pinsch/German Shepherd,2
2014,Dog,Collie Smooth/Boxer,2
2014,Dog,Dogo Argentino,2
2014,Dog,Dachshund Wirehair/Border Terrier,2
2014,Dog,Chihuahua Shorthair/German Shepherd,2
2014,Dog,Dachshund Wirehair/Chihuahua Longhair,2
2014,Dog,English Springer Spaniel,2
2014,Dog,Bull Terrier Miniature Mix,2
2014,Dog,Finnish Spitz/Chow Chow,2
2014,Dog,Catahoula/Boxer,2
2014,Dog,Cavalier Span,2
2014,Dog,German Shepherd/Australian Shepherd,2
2014,Dog,German Pinscher Mix,2
2014,Dog,Chihuahua Shorthair/Pomeranian,2
2014,Dog,Dachshund/Belgian Malinois,2
2014,Dog,Boston Terrier/Pembroke Welsh Corgi,2
2014,Dog,Border Collie/Basenji,2
2014,Dog,Bluetick Hound Mix,2
2014,Dog,Australian Kelpie/Labrador Retriever,2
2014,Dog,Border Collie/Dachshund,2
2014,Dog,Australian Kelpie/Rat Terrier,2
2014,Dog,Boxer/Pointer,2
2014,Dog,Australian Shepherd/Boxer,2
2014,Dog,Alaskan Malamute,2
2014,Dog,Australian Cattle Dog/German Shepherd,2
2014,Dog,Border Collie/Boxer,2
2014,Dog,Australian Shepherd/Pit Bull,2
2014,Dog,Border Terrier/Dachshund,2
2014,Dog,Australian Terrier Mix,2
2014,Dog,Boxer/American Bulldog,2
2014,Dog,Basenji/Chihuahua Longhair,2
2014,Dog,Australian Kelpie/American Pit Bull Terrier,2
2014,Dog,Basset Hound/Beagle,2
2014,Dog,Boerboel Mix,2
2014,Dog,Beagle/Boxer,2
2014,Dog,Border Collie/Australian Cattle Dog,2
2014,Dog,American Pit Bull Terrier/American Pit Bull Terrier,2
2014,Dog,Border Collie/Beagle,2
2014,Dog,Belgian Sheepdog Mix,2
2014,Dog,Border Collie/Chow Chow,2
2014,Dog,Belgian Tervuren Mix,2
2014,Dog,American Staffordshire Terrier/American Bulldog,2
2014,Dog,Bernese Mountain Dog,2
2014,Dog,Australian Cattle Dog/Boxer,2
2014,Dog,Australian Kelpie/Australian Shepherd,2
2014,Dog,Alaskan Malamute/Labrador Retriever,2
2014,Dog,Blue Lacy,2
2014,Dog,Boxer/Boston Terrier,2
2014,Dog,Alaskan Husky/Australian Shepherd,2
2014,Dog,Boxer/Rhod Ridgeback,2
2014,Dog,Akita,2
2014,Dog,Boykin Span Mix,2
2014,Dog,Blue Lacy/Pit Bull,2
2014,Dog,Black/Tan Hound/Black Mouth Cur,2
2014,Dog,Patterdale Terr/Chihuahua Shorthair,1
2014,Dog,Pit Bull/Plott Hound,1
2014,Dog,Swiss Hound/Pit Bull,1
2014,Dog,Yorkshire Terrier/Pomeranian,1
2014,Dog,West Highland/Chihuahua Shorthair,1
2014,Dog,Saluki/Doberman Pinsch,1
2014,Dog,Standard Poodle/Labrador Retriever,1
2014,Dog,Saluki/Labrador Retriever,1
2014,Dog,Toy Poodle/Miniature Schnauzer,1
2014,Dog,Samoyed,1
2014,Dog,Pembroke Welsh Corgi/Pit Bull,1
2014,Dog,Pit Bull/Rottweiler,1
2014,Dog,Queensland Heeler/Basset Hound,1
2014,Dog,Plott Hound/Boxer,1
2014,Dog,Redbone Hound/Redbone Hound,1
2014,Dog,Rat Terrier/Basenji,1
2014,Dog,Standard Schnauzer/Soft Coated Wheaten Terrier,1
2014,Dog,Schnauzer Giant/Labrador Retriever,1
2014,Dog,Pembroke Welsh Corgi/Australian Cattle Dog,1
2014,Dog,Queensland Heeler/Parson Russell Terrier,1
2014,Dog,Treeing Walker Coonhound/Australian Cattle Dog,1
2014,Dog,Scottish Terrier/Miniature Poodle,1
2014,Dog,Vizsla/Labrador Retriever,1
2014,Dog,Sealyham Terr Mix,1
2014,Dog,Welsh Terrier/Wire Hair Fox Terrier,1
2014,Dog,Pit Bull/Siberian Husky,1
2014,Dog,Whippet/Rat Terrier,1
2014,Dog,Pit Bull/Blue Lacy,1
2014,Dog,Pit Bull/Mastiff,1
2014,Dog,Shetland Sheepdog/Brittany,1
2014,Dog,Redbone Hound/Labrador Retriever,1
2014,Dog,Shetland Sheepdog/Cardigan Welsh Corgi,1
2014,Dog,Staffordshire/Labrador Retriever,1
2014,Dog,Shetland Sheepdog/Chihuahua Longhair,1
2014,Dog,Pointer/Pit Bull,1
2014,Dog,Shetland Sheepdog/Dachshund Longhair,1
2014,Dog,Standard Schnauzer/Toy Poodle,1
2014,Dog,Yorkshire Terrier/Bruss Griffon,1
2014,Dog,Pekingese/Lhasa Apso,1
2014,Dog,Pomeranian/Chihuahua Longhair,1
2014,Dog,Rhod Ridgeback/Bullmastiff,1
2014,Dog,Rat Terrier/Boston Terrier,1
2014,Dog,Rhod Ridgeback/Harrier,1
2014,Dog,Rat Terrier/Cardigan Welsh Corgi,1
2014,Dog,Pit Bull/Alaskan Husky,1
2014,Dog,Shiba Inu/Siberian Husky,1
2014,Dog,Vizsla/Boxer,1
2014,Dog,Pit Bull/Boston Terrier,1
2014,Dog,Rottweiler/Basset Hound,1
2014,Dog,Rat Terrier/Chihuahua Longhair,1
2014,Dog,Welsh Springer Spaniel Mix,1
2014,Dog,Shih Tzu/Cocker Spaniel,1
2014,Dog,Rat Terrier/Australian Cattle Dog,1
2014,Dog,Shih Tzu/Dachshund,1
2014,Dog,Pekingese/Catahoula,1
2014,Dog,Shih Tzu/Havanese,1
2014,Dog,Wire Hair Fox Terrier,1
2014,Dog,Pit Bull/Pharaoh Hound,1
2014,Dog,Wire Hair Fox Terrier/Golden Retriever,1
2014,Dog,Pomeranian/Jack Russell Terrier,1
2014,Dog,Queensland Heeler/Shetland Sheepdog,1
2014,Dog,Shih Tzu/Norfolk Terrier,1
2014,Dog,Redbone Hound/Anatol Shepherd,1
2014,Dog,Shih Tzu/Pekingese,1
2014,Dog,Staffordshire/Australian Cattle Dog,1
2014,Dog,Pit Bull/Bulldog,1
2014,Dog,Pekingese/Pug,1
2014,Dog,Pomeranian/Schipperke,1
2014,Dog,Pointer/Boxer,1
2014,Dog,Plott Hound/Bull Terrier,1
2014,Dog,Standard Schnauzer,1
2014,Dog,Siberian Husky/Beagle,1
2014,Dog,Standard Schnauzer/Border Terrier,1
2014,Dog,Siberian Husky/Border Collie,1
2014,Dog,Standard Schnauzer/Standard Poodle,1
2014,Dog,Siberian Husky/Cardigan Welsh Corgi,1
2014,Dog,Swedish Vallhund/Miniature Poodle,1
2014,Dog,Siberian Husky/Catahoula,1
2014,Dog,Tibetan Spaniel,1
2014,Dog,Siberian Husky/Chinese Sharpei,1
2014,Dog,Pointer/Brittany,1
2014,Dog,Plott Hound/Carolina Dog,1
2014,Dog,Pit Bull/Rhod Ridgeback,1
2014,Dog,Siberian Husky/Great Pyrenees,1
2014,Dog,Toy Poodle/Bichon Frise,1
2014,Dog,Pekingese/Chihuahua Shorthair,1
2014,Dog,Toy Poodle/Yorkshire Terrier,1
2014,Dog,Queensland Heeler/Dachshund,1
2014,Dog,Pembroke Welsh Corgi/Brittany,1
2014,Dog,Siberian Husky/Rottweiler,1
2014,Dog,Treeing Walker Coonhound/German Shepherd,1
2014,Dog,Silky Terrier,1
2014,Dog,Pit Bull/American Bulldog,1
2014,Dog,Pomeranian/Shetland Sheepdog,1
2014,Dog,Vizsla/Beagle,1
2014,Dog,Picardy Sheepdog,1
2014,Dog,Pointer/Queensland Heeler,1
2014,Dog,Skye Terrier/Miniature Poodle,1
2014,Dog,Vizsla/Rhod Ridgeback,1
2014,Dog,Presa Canario,1
2014,Dog,Rottweiler/Boxer,1
2014,Dog,Smooth Fox Terrier/Jack Russell Terrier,1
2014,Dog,Weimaraner/Pit Bull,1
2014,Dog,Queensland Heeler/Pointer,1
2014,Dog,Pointer/Ibizan Hound,1
2014,Dog,Plott Hound/Mastiff,1
2014,Dog,Pug/Staffordshire,1
2014,Dog,Soft Coated Wheaten Terrier/Border Terrier,1
2014,Dog,West Highland/Cairn Terrier,1
2014,Dog,Soft Coated Wheaten Terrier/Chihuahua Shorthair,1
2014,Dog,Pit Bull/Jack Russell Terrier,1
2014,Dog,Rat Terrier/Pembroke Welsh Corgi,1
2014,Dog,Pembroke Welsh Corgi/Chihuahua Shorthair,1
2014,Dog,Soft Coated Wheaten Terrier/Standard Poodle,1
2014,Dog,Whippet/Shetland Sheepdog,1
2014,Dog,Rat Terrier/Pointer,1
2014,Dog,Plott Hound/Blue Lacy,1
2014,Dog,St. Bernard Rough Coat Mix,1
2014,Dog,Queensland Heeler/Border Collie,1
2014,Dog,St. Bernard Rough Coat/Border Collie,1
2014,Dog,Wirehaired Pointing Griffon Mix,1
2014,Dog,St. Bernard Rough Coat/Labrador Retriever,1
2014,Dog,Pointer/Rhod Ridgeback,1
2014,Dog,St. Bernard Rough Coat/Standard Schnauzer,1
2014,Dog,Shih Tzu/Miniature Poodle,1
2014,Dog,Shih Tzu/Miniature Schnauzer,1
2014,Dog,Pit Bull/Border Collie,1
2014,Dog,Yorkshire Terrier/Dachshund Wirehair,1
2014,Dog,Shiba Inu/Chinese Sharpei,1
2014,Dog,Shiba Inu/Dachshund,1
2014,Dog,Rottweiler/Pit Bull,1
2014,Dog,Yorkshire Terrier/Parson Russell Terrier,1
